ID,Title,Author,Publication,Format,ISBN,Series,Physical Details
a2039,"""Advanced data mining and applications : 7th international conference, ADMA 2011, Beijing, China, December 17-19, 2011 : proceedings""","""Jie Tang ... [and others] (eds.)""","""Berlin ; New York : Springer, [2011] ©2011""","""Books""",9783642258534,"""Lecture notes in computer science ; 7120-7121,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,LNCS sublibrary. Artificial intelligence,Lecture notes in computer science. Lecture notes in artificial intelligence,""","""nan"""
a4448,"""Data management and analytics for medicine and healthcare : second International Workshop, DMAH 2016, held at VLDB 2016, New Delhi, India, September 9, 2016, Revised selected papers""","""Fusheng Wang, Lixia Yao, Gang Luo (eds.)""","""Cham, Switzerland : Springer, 2017.""","""Books""",9783319577418,"""Lecture notes in computer science ; 10186,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan"""
a4451,"""Machine learning and data mining in pattern recognition : 6th international conference, MLDM 2009, Leipzig, Germany, July 23-25, 2009 : proceedings""","""Petra Perner (ed.)""","""Berlin ; New York : Springer, 2009.""","""Books""",9783642030703,"""Lecture notes in computer science ; 5632,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan"""
a2047,"""Data management on new hardware : 7th International Workshop on Accelerating Data Analysis and Data Management Systems Using Modern Processor and Storage Architectures, ADMS 2016 and 4th International Workshop on In-Memory Data Management and Analytics, IMDM 2016, New Delhi, India, September 1, 2016, Revised selected papers""","""Spyros Blanas, Rajesh Bordawekar, Tirthankar Lahiri, Justin Levandoski, Andrew Pavlo (eds)""","""Cham, Switzerland : Springer, 2017.""","""Books""",9783319561110,"""Lecture notes in computer science ; 10195,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan"""
a4456,"""Data structures and abstractions with Java""","""Frank M. Carrano, University of Rhode Island""","""Fourth edition. Boston : Pearson, [2015]""","""Books""",9780133744057,"""nan""","""nan"""
a4459,"""Public Key Cryptography - PKC 2009 : 12th International Conference on Practice and Theory in Public Key Cryptography, Irvine, CA, USA, March 18-20, 2009 : proceedings""","""Stanisław Jarecki, Gene Tsudik (eds.)""","""Berlin ; New York : Springer, [2009] ©2009""","""Books""",9783642004681,"""Lecture notes in computer science ; 5443,""","""nan"""
a2052,"""Big Data Factories Collaborative Approaches""","""Sorin Adam Matei, Nicolas Jullien, Sean P. Goggins, editors""","""Cham : Springer, 2017.""","""Books""",9783319591865,"""Computational social sciences,""","""nan"""
a2051,"""Advances in machine learning and cybernetics : 4th international conference, ICMLC 2005, Guangzhou, China, August 18-21, 2005 : revised selected papers""","""Daniel S. Yeung ... [and others] (eds.)""","""Berlin ; New York : Springer, [2006] ©2006""","""Books""",9783540335849,"""Lecture notes in computer science ; 3930,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan"""
a2061,"""Parallel computing in science and engineering : 4th International DFVLR Seminar on Foundations of Engineering Sciences, Bonn, Federal Republic of Germany, June 25/26, 1987""","""R. Dierstein, D. Müller- Wichards, H.-M. Wacker, eds""","""Berlin ; New York : Springer-Verlag, [1988] ©1988""","""Books""",9780387189239,"""DFVLR seminar series,Lecture notes in computer science ; 295,""","""nan"""
a4472,"""Computer architectures for spatially distributed data""","""edited by Herbert Freeman, Goffredo G. Pieroni""","""Berlin ; New York : Springer-Verlag, [1985] ©1985""","""Books""",9780387128863,"""NATO ASI series. Computer and system sciences ; no. 18,""","""nan"""
a2066,"""Intelligence in the era of big data : 4th International Conference on Soft Computing, Intelligent Systems, and Information Technology, ICSIIT 2015, Bali, Indonesia, March 11-14, 2015, proceedings""","""Rolly Intan, Chi-Hung Chi, Henry N. Palit, Leo W. Santoso (eds.)""","""Berlin : Springer, 2015.""","""Books""",9783662467428,"""Communications in computer and information science ; 516,""","""nan"""
a2069,"""Analyzing visual data""","""Michael S. Ball, Gregory W.H. Smith""","""Newbury Park, CA : Sage Publications, 1992.""","""Books""",9780803934344,"""Qualitative research methods ; v. 24,""","""nan"""
a4479,"""Data privacy management and autonomous spontaneous security : 5th international workshop, DPM 2010 and 3rd international workshop, SETOP 2010, Athens, Greece, September 23, 2010 : revised selected papers""","""Joaquin Garcia-Alfaro ... [and others] (eds.)""","""Berlin ; New York : Springer, [2011] ©2011""","""Books""",9783642193484,"""Lecture notes in computer science ; 6514,LNCS sublibrary. Security and cryptology,""","""nan"""
a2071,"""Knowledge management and acquisition for smart systems and services : 13th Pacific Rim Knowledge Acquisition Workshop, PKAW 2014, Gold Cost, Queensland, Australia, December 1-2, 2014, proceedings""","""Yang Sok Kim, Byeong Ho Kang, Deborah Richards (Eds.)""","""Cham : Springer, [2014]""","""Books""",9783319133324,"""Lecture notes in computer science. Lecture notes in artificial intelligence,Lecture notes in computer science ; 8863,LNCS sublibrary. Artificial intelligence,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan"""
a4480,"""Computing methods in applied sciences and engineering, 1977, I""","""Third International Symposium, December 5-9, 1977 ; [organized by] IRIA LABORIA, Institut de recherche d'informatique et d'automatique ; edited by R. Glowinski and J. L. Lions""","""Berlin ; New York : Springer-Verlag, 1979.""","""Books""",9780387091235,"""Lecture notes in mathematics (Springer-Verlag) ; 704,""","""nan"""
a2076,"""Machine learning, optimization, and big data : third International Conference, MOD 2017, Volterra, Italy, September 14-17, 2017, Revised selected papers""","""Giuseppe Nicosia, Panos Pardalos, Giovanni Giuffrida, Renato Umeton (eds.)""","""Cham, Switzerland : Springer, 2018.""","""Books""",9783319729268,"""Lecture notes in computer science ; 10710,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan"""
a2077,"""Information security and cryptology : 6th international conference, Inscrypt 2010, Shanghai, China, October 20-24, 2010 : revised selected papers""","""Xuejia Lai, Moti Yung, Dongdai Lin (eds.)""","""Berlin ; New York : Springer, [2011] ©2011""","""Books""",9783642215186,"""Lecture notes in computer science ; 6584,""","""nan"""
a4485,"""International Conference of Computational Methods in Sciences and Engineering 2015 : (ICCMSE 2015) : 20-23 March 2015, Athens, Greece""","""editors, Theodore E. Simos, Zacharoula Kalogiratou and Theodore Monovasilis""","""[Melville, New York] : AIP Publishing, 2015.""","""Books""",9780735413498,"""AIP conference proceedings ; volume number 1702,""","""nan"""
a2081,"""Exploring data in engineering, the sciences, and medicine""","""Ronald K. Pearson""","""New York : Oxford University Press, [2011]""","""Books""",9780195089653,"""nan""","""nan"""
a2082,"""NVivo 10 essentials : your guide to the world's most powerful data analysis software""","""by Bengt M. Edhlund & Allan G. McDougall""","""Stallarholmen, Sweden : Form & Kunskap AB, [2012] ©2012""","""Books""",9781300041320,"""nan""","""nan"""
a4491,"""Web-age information management : 17th International Conference, WAIM 2016, Nanchang, China, June 3-5, 2016, Proceedings. Part I""","""Bin Cui, Nan Zhang, Jianliang Xu, Xiang Lian, Dexi Liu (eds.)""","""Switzerland : Springer, 2016.""","""Books""",9783319399379,"""Lecture notes in computer science ; 9658,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan"""
a4495,"""Data compression : techniques and applications : hardware and software considerations""","""Gilbert Held and Thomas R. Marshall""","""Third edition. Chichester, West Sussex, England ; New York : Wiley, [1991] ©1991""","""Books""",9780471929413,"""nan""","""nan"""
a4496,"""Advances in intelligent data analysis XI : 11th international symposium, IDA 2012, Helsinki, Finland, October 25-27, 2012 : proceedings""","""Jaakko Hollmén, Frank Klawonn, Allan Tucker, eds""","""Heidelberg ; New York : Springer, [2012] ©2012""","""Books""",9783642341564,"""Lecture notes in computer science ; 7619,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan"""
a2087,"""Algebraic algorithms and error-correcting codes : 3rd international conference, AAECC-3, Grenoble, France, July 15-19, 1985, proceedings""","""edited by Jacques Calmet""","""Berlin ; New York : Springer-Verlag, [1986] ©1986""","""Books""",9780387167763,"""Lecture notes in computer science ; 229,""","""nan"""
a4498,"""Advances in computer science--ASIAN 2004 : higher-level decision making : 9th Asian Computing Science Conference : dedicated to Jean-Louis Lassez on the occasion of his 5th cycle birthday, Chiang Mai, Thailand, December 8-10, 2004 : proceedings""","""Michael J. Maher (ed.)""","""Berlin ; New York : Springer-Verlag, [2004] ©2004""","""Books""",9783540240877,"""Lecture notes in computer science. 3321,""","""nan"""
a4499,"""Advances in data analysis with computational intelligence methods : dedicated to Professor Jacek Żurada""","""Adam E. Gawęda, Janusz Kacprzyk, Leszek Rutkowski, Gary G. Yen, editors""","""Cham, Switzerland : Springer, [2018].""","""Books""",9783319679464,"""Studies in computational intelligence ; v. 738,""","""nan"""
a2089,"""Traffic data collection and its standardization""","""Jaume Barceló, Masao Kuwahara, editors""","""New York ; London : Springer, [2010] ©2010""","""Books""",9781441960702,"""International series in operations research & management science ; 144,""","""nan"""
a4493,"""Digital system design automation : languages, simulation & data base""","""edited by Melvin A. Breuer ; contributing authors, M. H. MacDougall ... [and others]""","""Woodland Hills, Calif. : Computer Science Press, [1975]""","""Books""",9780914894544,"""Digital system design series,""","""nan"""
a2093,"""Structural information and communication complexity : 20th International Colloquium, SIROCCO 2013, Ischia, Italy, July 1-3, 2013, revised selected papers""","""edited by Thomas Moscibroda, Adele A. Rescigno""","""Cham : Springer, 2013.""","""Books""",9783319035789,"""Lecture notes in computer science ; 8179,LNCS sublibrary. Theoretical computer science and general issues,""","""nan"""
a4505,"""Semantic keyword-based search on structured data sources : first COST Action IC1302 International KEYSTONE Conference, IKC 2015, Coimbra, Portugal, September 8-9, 2015, revised selected papers""","""Jorge Cardoso, Francesco Guerra, Geert-Jan Houben, Alexandre Miguel Pinto, Yannis Velegrakis (eds.)""","""Cham : Springer, 2015.""","""Books""",9783319279329,"""Lecture notes in computer science ; 9398,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan"""
a2097,"""Geometric science of information : third International Conference, GSI 2017, Paris, France, November 7-9, 2017, Proceedings""","""Frank Nielsen, Frédéric Barbaresco (eds.)""","""Cham, Switzerland : Springer, 2017.""","""Books""",9783319684451,"""Lecture notes in computer science ; 10589,LNCS sublibrary. Image processing, computer vision, pattern recognition, and graphics,""","""nan"""
a4507,"""Digital data improvement priorities for continuous learning in health and health care : workshop summary""","""Claudia Grossmann, Brian Powers, and Julia Sanders, Rapporteurs ; Roundtable on Value & Science-Driven Health Care, Institute of Medicine of the National Academies""","""Washington, District of Columbia : The National Academies Press, [2013] ©2013""","""Books""",9780309259422,"""Learning healthcare system series,""","""nan"""
a4515,"""Open access and the public domain in digital data and information for science : proceedings of an international symposium""","""Julie M. Esanu and Paul F. Uhlir, editors ; U.S. National Committee for CODATA, Board on International Scientific Organizations, Policy and Global Affairs Division ; National Research Council""","""Washington, D.C. : National Academies Press, [2004] ©2004""","""Books""",9780309091459,"""nan""","""nan"""
a4517,"""Discovery science : 14th international conference, DS 2011, Espoo, Finland, October 5-7, 2011 : proceedings""","""Tapio Elomaa, Jaakko Hollmén, Heikki Mannila (eds.)""","""Heidelberg ; New York : Springer, [2011] ©2011""","""Books""",9783642244773,"""Lecture notes in computer science ; 6929,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan"""
