	Title	Author	Publication	Format	ISBN	Series	Physical Details
1922	Metadata and semantics research : 7th research conference, MTSR 2013, Thessaloniki, Greece, November 19-22, 2013 : proceedings  	Garoufallou, Emmanouel, | Greenberg, Jane,	Cham	Electronic books. | Conference papers and proceedings.	9783319034379 electronic bk.3319034375 electronic bk.	Communications in computer and information science ; vol. 390. 1865-0937	1 online resource (xiv, 447 pages)
1923	Computational intelligence in intelligent data analysis 	Moewes, Christian. | NÃ¼rnberger, Andreas.	Berlin ; Springer, Â©2013.	Electronic books.	9783642323782 electronic bk.3642323782 electronic bk. print print	Studies in computational intelligence ; 445.	1 online resource.
1925	Data warehousing and knowledge discovery : 14th International Conference, DaWaK 2012, Vienna, Austria, September 3-6, 2012. Proceedings  	Cuzzocrea, Alfredo, | Dayal, Umeshwar.	Berlin ; Springer, c2012.	Electronic books. | Conference papers and proceedings.	9783642325847 electronic bk.364232584X electronic bk.	Lecture notes in computer science ; 7448.	1 online resource.
1926	Data Warehousing and Knowledge Discovery : 15th International Conference, DaWaK 2013, Prague, Czech Republic, August 26-29, 2013 : proceedings  	Bellatreche, Ladjel, | Mohania, Mukesh,	Heidelberg	Electronic books. | Conference papers and proceedings.	9783642401312 electronic bk.3642401317 electronic bk.	Lecture notes in computer science ; 8057. LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.	1 online resource (xiv, 374 pages)
1927	Environmental geoinformatics : monitoring and management  	Awange, Joseph L., 1969-	Berlin ; Springer, Â©2013.	Electronic books.	9783642340857 electronic bk.3642340857 electronic bk.	Environmental science and engineering (Springer (Firm)). Environmental science.	1 online resource.
1928	Information hiding : 14th International Conference, IH 2012, Berkeley, CA, USA, May 15-18, 2012, Revised selected papers  	Kirchner, Matthias | Ghosal, Dipak.	Berlin ; Springer, Â©2013.	Electronic books. | Conference papers and proceedings.	9783642363733 electronic bk.3642363733 electronic bk. print print	Lecture notes in computer science ; 7692. LNCS sublibrary. SL 4, Security and cryptology.	1 online resource.
1929	Data privacy management and autonomous spontaneous security : 7th International Workshop, DPM 2012, and 5th International Workshop, SETOP 2012, Pisa, Italy, September 13-14,...	Di Pietro, Roberto	Berlin ; Springer, Â©2013.	Electronic books. | Conference papers and proceedings.	9783642358906 electronic bk.364235890X electronic bk. print print	Lecture notes in computer science ; 7731. LNCS sublibrary. SL 4, Security and cryptology.	1 online resource.
1930	Environmental monitoring using GNSS : global navigation satellite systems  	Awange, Joseph L., 1969-	New York ; Springer, 2012.	Electronic books. | Geographic information systems.	9783540882565 electronic bk.3540882561 electronic bk.	Environmental science and engineering (Springer (Firm)). Environmental science.	1 online resource
1931	Service-oriented computing--ICSOC 2012 Workshops : ICSOC 2012 International Workshops : ASC, DISA, PAASC, SCEB, SeMaPS, WESOA, and satellite events, Shanghai, China, November...	Ghose, Aditya K.	Berlin ; Springer, Â©2013.	Electronic books. | Conference papers and proceedings.	9783642378041 electronic bk.3642378048 electronic bk.	Lecture notes in computer science ; 7759. 1611-3349 Lecture notes in computer science. Services science. LNCS sublibrary. SL 2, Programming and software engineering.	1 online resource (xv, 466 pages)
1932	Semantic technology : second Joint International Conference, JIST 2012, Nara, Japan, December 2-4, 2012 : proceedings  	Takeda, Hideaki.	Berlin ; Springer, Â©2013.	Electronic books. | Conference papers and proceedings.	9783642379963 electronic bk.3642379966 electronic bk.	Lecture notes in computer science ; 7774. 1611-3349 LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.	1 online resource (xiv, 390 pages)
1933	The SAGE handbook of social research methods  	Alasuutari, Pertti. | Bickman, Leonard, | Brannen, Julia.	Los Angeles, Calif. ; SAGE, 2008.		9781412919920 (hbk.)1412919924 (hbk.)9781848607309 184860730X		xvi, 631 pages
1935	Database systems for advanced applications : 18th international conference, DASFAA 2013, international workshops: BDMA, SNSM, SeCoP, Wuhan, China, April 22-25, 2013. Proceedings  	Hong, Bonghee.	Berlin	Electronic books. | Conference papers and proceedings.	9783642402708 electronic bk.3642402704 electronic bk.	Lecture notes in computer science ; 7827. 1611-3349 LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.	1 online resource (243 pages)
1936	Geo-informatics in resource management and sustainable ecosystem : International Symposium, GRMSE 2013, Wuhan, China, November 8-10, 2013, proceedings. Part II  	Bian, Fuling, | Xie, Yichun, | Cui, Xiaohui, | Zeng, Yixin,	Berlin, Heidelberg	Electronic books. | Conference papers and proceedings.	9783642419089 electronic bk.3642419089 electronic bk. print print	Communications in computer and information science ; 399.	1 online resource (xxiv, 637 pages)
1937	Agents and data mining interaction : 9th International Workshop, ADMI 2013, Saint Paul, MN, USA, May 6-7, 2013, revised selected papers  	Cao, Longbing,	Berlin	Electronic books.	9783642551925 (electronic bk.) 3642551920 (electronic bk.)	Lecture notes in computer science. Lecture notes in artificial intelligence ; 8316. LNCS sublibrary. SL 7, Artificial intelligence.	1 online resource.
1938	Working with political science research methods : problems and exercises  	Mycoff, Jason D., 1975-	Los Angeles	Leermiddelen (vorm)	1608716902 9781608716906		154 p.
1939	Doing research in political science : an introduction to comparative methods and statistics  	Pennings, Paul.	London		1412903769 (hbk.)9781412903769 (hbk.)1412903777 (pbk.)9781412903776 (pbk.)		x, 324 pages
1940	Exploring environmental science with GIS : an introduction to environmental mapping and analysis  	Stewart, Meg E.	New York, N.Y.		0072977442 9780072977448 0072975695 (CD-ROM)9780072975697 (CD-ROM)0072975644 9780072975642		1 volume (various pagings)
1941	Becoming a food scientist : to graduate school and beyond  	Shewfelt, Robert L.	New York	Electronic books.	9781461432999 electronic bk.1461432995 electronic bk. acid-free paper acid-free paper		1 online resource (xi, 168 pages)
1942	Impressions of empiricism  	Vesey, Godfrey Norman Agmondisham.	London		0333191595 9780333191590	Royal Institute of Philosophy lectures ; v. 9.	xxi, 237 pages ; 23 cm.
1944	Joint Interpretation of Geophysical and Geological Data Applied to Lithospheric Studies 	Giese, P.	Dordrecht	Electronic books. | Conference proceedings.	9789401135900 electronic bk.9401135908 electronic bk. print print	NATO ASI series. Series C, Mathematical and physical sciences ; 338.	1 online resource (272 pages).
1945	The Laplace distribution and generalizations : a revisit with applications to communications, economics, engineering, and finance  	Kotz, Samuel.	Boston	Electronic books.	9781461201731 electronic bk.146120173X electronic bk. alk. paper alk. paper alk. paper alk. paper print print		1 online resource (xviii, 349 pages)
1946	The Oxford handbook on the science of science communication  	Jamieson, Kathleen Hall, | Kahan, Dan M., | Scheufele, Dietram,	New York, NY, United States of America		9780190497620 (hardcover ;0190497629 (hardcover ;	Oxford library of psychology.	xxii, 486 pages
1947	The commodification of academic research : science and the modern university   	Radder, Hans.	Pittsburgh, Pa.	Electronic books.	0822977583 9780822977582  cloth		1 online resource (vii, 350 p.)
1948	The commodification of academic research : science and the modern university  	Radder, Hans.	Pittsburgh, Pa.	Electronic books.	9780822977582 (electronic bk.)0822977583 (electronic bk.)		1 online resource (vii, 350 pages)
1949	GIS technology applications in environmental and earth sciences  	Tian, Bai	Boca Raton, FL	Case studies.	9781498776042 (alk. paper) 1498776043 (alk. paper)		xix, 257 pages
1950	Radio frequency identification : Security and privacy issues : 8th International Workshop, RFIDSec 2012, Nijmegen, the Netherlands, July 2-3, 2012, Revised selected papers  	Hoepman, Jaap-Henk. | Verbauwhede, Ingrid.	Berlin ; Springer, Â©2013.	Electronic books. | Conference papers and proceedings.	9783642361401 electronic bk.3642361404 electronic bk. print print	Lecture notes in computer science ; 7739. LNCS sublibrary. SL 4, Security and cryptology.	1 online resource.
1951	On time and method  	Kelly, Janice R.	Newbury Park, Calif.		0803930461	Applied social research methods series ; v. 13	151 p.
1952	Selected topics in performance evaluation and benchmarking : 4th TPC Technology Conference, TPCTC 2012, Istanbul, Turkey, August 27, 2012, Revised selected papers  	Nambiar, Raghunath. | Poess, Meikel.	Berlin ; Springer, Â©2013.	Electronic books.	9783642367274 electronic bk.3642367275 electronic bk. print print	Lecture notes in computer science ; 7755. LNCS sublibrary. SL 2, Programming and software engineering.	1 online resource.
1953	Partially supervised learning : first IAPR TC3 workshop, PSL 2011, Ulm, Germany, September 15-16, 2011 : revised selected papers  	Schwenker, Friedhelm. | Trentin, Edmondo.	Berlin ; Springer, Â©2012.	Electronic books. | Conference papers and proceedings.	9783642282584 electronic bk.364228258X electronic bk.	Lecture notes in computer science ; 7081. 0302-9743 Lecture notes in computer science. Lecture notes in artificial intelligence. LNCS sublibrary. SL 7, Artificial intelligence.	1 online resource (x, 158 pages)
1954	Computer and information science 2012 	Lee, Roger	Berlin ; Springer, Â©2012.	Electronic books. | Conference papers and proceedings.	9783642304545 electronic bk.3642304540 electronic bk.	Studies in computational intelligence ; 429.	1 online resource (xiv, 219 pages).
1955	Software engineering, artificial intelligence, networking and paralleldistributed computing 2012 	Lee, R. Y.	Berlin ; Springer, Â©2013.	Electronic books. | Conference papers and proceedings.	9783642321726 electronic bk.3642321720 electronic bk. print print	Studies in computational intelligence ; 443.	1 online resource (xiii, 228 pages)
1956	Formal concept analysis : 10th International Conference, ICFCA 2012, Leuven, Belgium, May 7-10, 2012. Proceedings  	Domenach, Florent. | Ignatov, Dmitry I. | Poelmans, Jonas.	Berlin ; Springer, Â©2012.	Electronic books. | Conference papers and proceedings.	9783642298929 electronic bk.3642298923 electronic bk.	Lecture notes in computer science ; 7278. 1611-3349 Lecture notes in computer science. Lecture notes in artificial intelligence. LNCS sublibrary. SL 7, Artificial intelligence.	1 online resource (xii, 308 pages)
1957	Knowledge mining using intelligent agents  	Dehuri, Satchidananda. | Cho, Sung-Bae.	London		9781848163867 (hbk) 184816386X (hbk)	Advances in computer science and engineering	x, 313 p.
1958	Research methods in anthropology : qualitative and quantitative methods  	Bernard, H. Russell (Harvey Russell), 1940-	Walnut Creek, CA		0759101477 (cloth		xiii, 753 p.
1959	Knowledge-based systems in biomedicine and computational life science 	Pham, Tuan D. | Jain, L. C.	Berlin ; Springer, Â©2013.	Electronic books.	9783642330155 electronic bk.3642330150 electronic bk.	Studies in computational intelligence ; 450.	1 online resource.
1960	Information retrieval systems; characteristics, testing, and evaluation 	Lancaster, F. Wilfrid (Frederick Wilfrid), 1933-	New York, Wiley [1968]		0471512400 9780471512400	Information sciences series.	xiv, 222 p. illus. 23 cm.
1962	A user's guide to program templates : a new tool for evaluating program content  	Scheirer, Mary Ann.	San Francisco, Calif.		0787998885 9780787998882	New directions for evaluation, no. 72 0164-7989 ;	111 p. ; 23 cm.
1963	Nutrient indicator models for determining biologically relevant levels : a case study based on the Corn Belt and Northern Great Plain Nutrient Ecoregion  	Morris, Charles Clarence.	Dordrecht ; Springer, Â©2012.	Electronic books. | Statistics.	9789400741294 electronic bk.9400741294 electronic bk.	SpringerBriefs in environmental science.	1 online resource (vii, 67 pages)
1964	Studies in the quality of life in Victorian Britain and Ireland 	Jordan, Thomas E. (Thomas Edward)	Dordrecht	Electronic books.	9789400761223 electronic bk.9400761228 electronic bk.	SpringerBriefs in well-being and quality of life research.	1 online resource.
1965	Advances in data mining : applications and theoretical aspects : 12th Industrial Conference, ICDM 2012, Berlin, Germany, July 13-20, 2012. Proceedings  	Perner, Petra.	Berlin ; Springer, Â©2012.	Electronic books. | Conference papers and proceedings.	9783642314889 electronic bk.3642314880 electronic bk. print print	Lecture notes in computer science ; 7377. 1611-3349 Lecture notes in computer science. Lecture notes in artificial intelligence. LNCS sublibrary. SL 7, Artificial intelligence.	1 online resource (xi, 287 pages)
1966	Statistical concepts for the behavioral sciences  	Kiess, Harold O., 1940-	Boston		0205118836 9780205118830		xxix, 673 pages
